gender,speed,volume,pitch,english,prompt_class_num,prompt_class_num_normal,prompt_class_num_place,question
gender_female,speed_normal,volume_normal,pitch_normal,Requesting a deliberate speaker to voice as ma'am.,1-0-0-0,1-0-N-N,,"Could you generate a voice that aligns with the gender of a ma'am, please? Seeking a deliberate speaker."
gender_female,speed_normal,volume_normal,pitch_normal,Ma'am's gender aligned voice sought from deliberate speaker.,1-0-0-0,1-0-N-N,,"Could you generate a voice that aligns with the gender of a ma'am, please? Seeking a deliberate speaker."
gender_female,speed_normal,volume_normal,pitch_normal,In search of a deliberate speaker to match ma'am's gender in voice.,1-0-0-0,1-0-N-N,,"Could you generate a voice that aligns with the gender of a ma'am, please? Seeking a deliberate speaker."
gender_female,speed_normal,volume_normal,pitch_normal,Seeking a voice aligned with ma'am's gender from a deliberate speaker.,1-0-0-0,1-0-N-N,,"Could you generate a voice that aligns with the gender of a ma'am, please? Seeking a deliberate speaker."
gender_male,speed_fast,volume_normal,pitch_normal,Quick-paced male vocal requested.,0-2-0-0,0-2-N-0,,Requesting a male-sounding voice. The speaker's speed was hurried.
gender_male,speed_fast,volume_normal,pitch_normal,Seeking rushed male narration.,0-2-0-0,0-2-N-0,,Requesting a male-sounding voice. The speaker's speed was hurried.
gender_male,speed_fast,volume_normal,pitch_normal,Male voice desired with fast tempo.,0-2-0-0,0-2-N-0,,Requesting a male-sounding voice. The speaker's speed was hurried.
gender_male,speed_fast,volume_normal,pitch_normal,Rapid male speech requested.,0-2-0-0,0-2-N-0,,Requesting a male-sounding voice. The speaker's speed was hurried.
gender_male,speed_fast,volume_normal,pitch_normal,Urgent male delivery requested.,0-2-0-0,0-2-N-0,,Requesting a male-sounding voice. The speaker's speed was hurried.
gender_female,speed_normal,volume_normal,pitch_low,Calming and steady delivery with essential tone.,1-0-0-1,1-0-N-1,,The speaker uses a soothing pitch. Mother-in-law specified tone is essential for this project. In search of a speaker with a calm and steady delivery.
gender_female,speed_normal,volume_normal,pitch_low,Soothing pitch and specified tone for project.,1-0-0-1,1-0-N-1,,The speaker uses a soothing pitch. Mother-in-law specified tone is essential for this project. In search of a speaker with a calm and steady delivery.
gender_female,speed_normal,volume_normal,pitch_low,Speaker sought with calm and steady delivery and essential tone.,1-0-0-1,1-0-N-1,,The speaker uses a soothing pitch. Mother-in-law specified tone is essential for this project. In search of a speaker with a calm and steady delivery.
gender_female,speed_normal,volume_normal,pitch_low,Essential tone and soothing pitch in speaker's delivery.,1-0-0-1,1-0-N-1,,The speaker uses a soothing pitch. Mother-in-law specified tone is essential for this project. In search of a speaker with a calm and steady delivery.
gender_female,speed_normal,volume_normal,pitch_low,Calm and steady delivery with necessary specified tone.,1-0-0-1,1-0-N-1,,The speaker uses a soothing pitch. Mother-in-law specified tone is essential for this project. In search of a speaker with a calm and steady delivery.
gender_male,speed_slow,volume_normal,pitch_high,Sharp-pitched voice assistance and gender-matching capabilities with normal speaking speed.,0-1-0-2,0-1-0-2,,Could you assist me in finding a voice that is sharpness in pitch? Is it possible to generate a voice that matches the gender of a husband? Everyday speech volume with a sluggish pace.
gender_male,speed_slow,volume_normal,pitch_high,"Combined features of sharp pitch, gender-matching, and sluggish pace in speech.",0-1-0-2,0-1-0-2,,Could you assist me in finding a voice that is sharpness in pitch? Is it possible to generate a voice that matches the gender of a husband? Everyday speech volume with a sluggish pace.
gender_male,speed_slow,volume_normal,pitch_high,"Assistance in finding a voice that is both sharp in pitch and matches the gender, while maintaining a sluggish speaking pace.",0-1-0-2,0-1-0-2,,Could you assist me in finding a voice that is sharpness in pitch? Is it possible to generate a voice that matches the gender of a husband? Everyday speech volume with a sluggish pace.
gender_male,speed_slow,volume_normal,pitch_high,Achieving a slow-paced everyday speech with a voice that has sharp pitch and matches the gender.,0-1-0-2,0-1-0-2,,Could you assist me in finding a voice that is sharpness in pitch? Is it possible to generate a voice that matches the gender of a husband? Everyday speech volume with a sluggish pace.
gender_male,speed_slow,volume_normal,pitch_high,"Customized voice assistance that offers sharp-pitched and gender-matching options, while accommodating a sluggish pace of speech.",0-1-0-2,0-1-0-2,,Could you assist me in finding a voice that is sharpness in pitch? Is it possible to generate a voice that matches the gender of a husband? Everyday speech volume with a sluggish pace.
gender_female,speed_fast,volume_low,pitch_normal,"""I need a natural pitched, subdued voice with a mother-in-law speech style.""",1-2-1-0,1-2-1-0,,"I need a voice that is natural pitched, please. The speaker's voice was subdued. Mother-in-law speech style, characterized by a specific pace and assertiveness."
gender_female,speed_fast,volume_low,pitch_normal,"""Characterized by a mother-in-law speech style, the speaker's natural pitched voice was subdued.""",1-2-1-0,1-2-1-0,,"I need a voice that is natural pitched, please. The speaker's voice was subdued. Mother-in-law speech style, characterized by a specific pace and assertiveness."
gender_female,speed_fast,volume_low,pitch_normal,"""Assertive and paced in a mother-in-law speech style, the speaker required a natural pitched, subdued voice.""",1-2-1-0,1-2-1-0,,"I need a voice that is natural pitched, please. The speaker's voice was subdued. Mother-in-law speech style, characterized by a specific pace and assertiveness."
gender_female,speed_fast,volume_low,pitch_normal,"""In a mother-in-law speech style, a natural pitched, subdued voice with assertiveness and a specific pace is needed.""",1-2-1-0,1-2-1-0,,"I need a voice that is natural pitched, please. The speaker's voice was subdued. Mother-in-law speech style, characterized by a specific pace and assertiveness."
gender_female,speed_fast,volume_low,pitch_normal,"""The required style of speech is a mother-in-law style, featuring an assertive and paced tone with a natural pitched, subdued voice.""",1-2-1-0,1-2-1-0,,"I need a voice that is natural pitched, please. The speaker's voice was subdued. Mother-in-law speech style, characterized by a specific pace and assertiveness."
gender_male,speed_fast,volume_high,pitch_low,Bold and booming delivery with a bass pitch.,0-2-2-1,N-2-2-1,,The speaker spoke with a fierce and energetic style. The speaker's pitch is bass.
gender_male,speed_fast,volume_high,pitch_low,Energetic and fierce oration with a low-tone.,0-2-2-1,N-2-2-1,,The speaker spoke with a fierce and energetic style. The speaker's pitch is bass.
gender_male,speed_fast,volume_high,pitch_low,Fiery and forceful speech with a deep pitch.,0-2-2-1,N-2-2-1,,The speaker spoke with a fierce and energetic style. The speaker's pitch is bass.
gender_male,speed_fast,volume_high,pitch_low,Powerful and dynamic presentation with a bass intonation.,0-2-2-1,N-2-2-1,,The speaker spoke with a fierce and energetic style. The speaker's pitch is bass.
gender_male,speed_fast,volume_high,pitch_low,Intense and vigorous speaking with a low pitch.,0-2-2-1,N-2-2-1,,The speaker spoke with a fierce and energetic style. The speaker's pitch is bass.
gender_female,speed_slow,volume_normal,pitch_normal,"Deliberate, feminine speech with average pitch.",1-1-0-0,1-1-N-0,,A slow and distinctly feminine speech with a normal pitch.
gender_female,speed_slow,volume_normal,pitch_normal,"Moderate, gendered speech at regular tone.",1-1-0-0,1-1-N-0,,A slow and distinctly feminine speech with a normal pitch.
gender_female,speed_slow,volume_normal,pitch_normal,"Slow, identifiable female speech with regular pitch.",1-1-0-0,1-1-N-0,,A slow and distinctly feminine speech with a normal pitch.
gender_female,speed_slow,volume_normal,pitch_normal,"Measured, distinctly feminine tone at standard pitch.",1-1-0-0,1-1-N-0,,A slow and distinctly feminine speech with a normal pitch.
gender_female,speed_slow,volume_normal,pitch_normal,"Unhurried, gender-specific speech with normal intonation.",1-1-0-0,1-1-N-0,,A slow and distinctly feminine speech with a normal pitch.
gender_male,speed_normal,volume_normal,pitch_normal,Gender-specific ordinary speaking voice with typical volume.,0-0-0-0,0-0-0-N,,In search of a voice with a ordinary speaking tempo. Gender-aligned voice generation. I need a voice that is typical amplitude in volume.
gender_male,speed_normal,volume_normal,pitch_normal,Ordinary tempo and volume voice tailored to gender.,0-0-0-0,0-0-0-N,,In search of a voice with a ordinary speaking tempo. Gender-aligned voice generation. I need a voice that is typical amplitude in volume.
gender_male,speed_normal,volume_normal,pitch_normal,Gendered voice generation for ordinary speaking with typical volume.,0-0-0-0,0-0-0-N,,In search of a voice with a ordinary speaking tempo. Gender-aligned voice generation. I need a voice that is typical amplitude in volume.
gender_male,speed_normal,volume_normal,pitch_normal,Common volume and tempo voice generated to match gender.,0-0-0-0,0-0-0-N,,In search of a voice with a ordinary speaking tempo. Gender-aligned voice generation. I need a voice that is typical amplitude in volume.
gender_male,speed_normal,volume_normal,pitch_normal,Gender-matched typical volume and tempo voice.,0-0-0-0,0-0-0-N,,In search of a voice with a ordinary speaking tempo. Gender-aligned voice generation. I need a voice that is typical amplitude in volume.
gender_female,speed_normal,volume_high,pitch_low,Persistently upbeat with an affinity for husky-voiced eloquent women.,1-0-2-1,1-N-2-1,,Persistent upbeat tone with a predilection for eloquent women with husky voices.
gender_female,speed_normal,volume_high,pitch_low,Eloquent women with husky voices in a persistently upbeat tone.,1-0-2-1,1-N-2-1,,Persistent upbeat tone with a predilection for eloquent women with husky voices.
gender_female,speed_normal,volume_high,pitch_low,An upbeat and persistent style gravitating towards eloquent women with husky voices.,1-0-2-1,1-N-2-1,,Persistent upbeat tone with a predilection for eloquent women with husky voices.
gender_female,speed_normal,volume_high,pitch_low,A predilection for eloquent women with husky voices in a persistent and upbeat manner.,1-0-2-1,1-N-2-1,,Persistent upbeat tone with a predilection for eloquent women with husky voices.
gender_female,speed_normal,volume_high,pitch_low,An unwaveringly upbeat tone complemented by a preference for husky-voiced and eloquent women.,1-0-2-1,1-N-2-1,,Persistent upbeat tone with a predilection for eloquent women with husky voices.
gender_male,speed_slow,volume_normal,pitch_low,"The lecturer spoke with precise, subdued tone.",0-1-0-1,N-1-0-1,,The lecturer talked with great precision. The speaker uses a low key pitch. Please create a voice that has a common volume.
gender_male,speed_slow,volume_normal,pitch_low,"The speaker employed a measured, understated delivery.",0-1-0-1,N-1-0-1,,The lecturer talked with great precision. The speaker uses a low key pitch. Please create a voice that has a common volume.
gender_male,speed_slow,volume_normal,pitch_low,A precise and controlled speaking style with consistent volume was adopted.,0-1-0-1,N-1-0-1,,The lecturer talked with great precision. The speaker uses a low key pitch. Please create a voice that has a common volume.
gender_male,speed_slow,volume_normal,pitch_low,The speaker utilized a subdued pitch while maintaining consistent volume and precision.,0-1-0-1,N-1-0-1,,The lecturer talked with great precision. The speaker uses a low key pitch. Please create a voice that has a common volume.
gender_male,speed_slow,volume_normal,pitch_low,An understated yet precise speaking style with a steady volume was employed by the lecturer.,0-1-0-1,N-1-0-1,,The lecturer talked with great precision. The speaker uses a low key pitch. Please create a voice that has a common volume.
gender_male,speed_slow,volume_low,pitch_low,Restrained and understated speech with a relaxed tone.,0-1-1-1,N-1-1-1,,Precise and subdued speech. I'm looking for a voice that has a languid tone.
gender_male,speed_slow,volume_low,pitch_low,Smooth and tranquil vocal delivery.,0-1-1-1,N-1-1-1,,Precise and subdued speech. I'm looking for a voice that has a languid tone.
gender_male,speed_slow,volume_low,pitch_low,Serene yet exacting enunciation.,0-1-1-1,N-1-1-1,,Precise and subdued speech. I'm looking for a voice that has a languid tone.
gender_male,speed_slow,volume_low,pitch_low,Laid-back and precise vocal style.,0-1-1-1,N-1-1-1,,Precise and subdued speech. I'm looking for a voice that has a languid tone.
gender_male,speed_slow,volume_low,pitch_low,Unhurried and accurate manner of speaking.,0-1-1-1,N-1-1-1,,Precise and subdued speech. I'm looking for a voice that has a languid tone.
gender_female,speed_slow,volume_high,pitch_normal,"Feminine speech style featuring steady pace, intermediate pitch, and loud volume.",1-1-2-0,1-1-2-0,,Measured speech pace with loud and feminine vocal volume. The pitch of this speech is intermediate.
gender_female,speed_slow,volume_high,pitch_normal,"Loud, measured speech delivery with feminine intonation and intermediate pitch.",1-1-2-0,1-1-2-0,,Measured speech pace with loud and feminine vocal volume. The pitch of this speech is intermediate.
gender_female,speed_slow,volume_high,pitch_normal,"Feminine vocal tone with steady, loud, and medium-pitched speech delivery.",1-1-2-0,1-1-2-0,,Measured speech pace with loud and feminine vocal volume. The pitch of this speech is intermediate.
gender_female,speed_slow,volume_high,pitch_normal,Intermediate pitch combined with measured and volume-rich female speech style.,1-1-2-0,1-1-2-0,,Measured speech pace with loud and feminine vocal volume. The pitch of this speech is intermediate.
gender_female,speed_slow,volume_high,pitch_normal,"Feminine speech characterized by steady pace, intermediate pitch, and strong vocal volume.",1-1-2-0,1-1-2-0,,Measured speech pace with loud and feminine vocal volume. The pitch of this speech is intermediate.
gender_male,speed_fast,volume_normal,pitch_high,Boldly spoken with a sharp delivery and raspy tone.,0-2-0-2,N-2-N-2,,"The message was confidently conveyed in a quick, decisive manner. Desiring scratchy intonation."
gender_male,speed_fast,volume_normal,pitch_high,Firmly asserted with a hurried inflection and gritty voice.,0-2-0-2,N-2-N-2,,"The message was confidently conveyed in a quick, decisive manner. Desiring scratchy intonation."
gender_male,speed_fast,volume_normal,pitch_high,"Assuredly communicated through swift, decisive speech with a rough timbre.",0-2-0-2,N-2-N-2,,"The message was confidently conveyed in a quick, decisive manner. Desiring scratchy intonation."
gender_male,speed_fast,volume_normal,pitch_high,Conveyed with confidence using a brisk pace and scratchy intonation.,0-2-0-2,N-2-N-2,,"The message was confidently conveyed in a quick, decisive manner. Desiring scratchy intonation."
gender_male,speed_fast,volume_normal,pitch_high,"Delivered with conviction through assertive, raspy speech and rapid delivery.",0-2-0-2,N-2-N-2,,"The message was confidently conveyed in a quick, decisive manner. Desiring scratchy intonation."
gender_male,speed_normal,volume_low,pitch_normal,Requesting a deliberate male-sounding voice with lower volume.,0-0-1-0,0-0-1-0,,Requesting a male-sounding voice. Could you create a voice with a quieted volume level? Seeking a deliberate speaker.
gender_male,speed_normal,volume_low,pitch_normal,"Seeking a deliberate speaker with a quiet, masculine voice.",0-0-1-0,0-0-1-0,,Requesting a male-sounding voice. Could you create a voice with a quieted volume level? Seeking a deliberate speaker.
gender_male,speed_normal,volume_low,pitch_normal,"Male, deliberate voice requested at lower volume.",0-0-1-0,0-0-1-0,,Requesting a male-sounding voice. Could you create a voice with a quieted volume level? Seeking a deliberate speaker.
gender_male,speed_normal,volume_low,pitch_normal,Quieted male-sounding voice requested for deliberate speaking.,0-0-1-0,0-0-1-0,,Requesting a male-sounding voice. Could you create a voice with a quieted volume level? Seeking a deliberate speaker.
gender_male,speed_normal,volume_low,pitch_normal,"Deliberate speaker sought with a quiet, masculine voice.",0-0-1-0,0-0-1-0,,Requesting a male-sounding voice. Could you create a voice with a quieted volume level? Seeking a deliberate speaker.
gender_male,speed_fast,volume_normal,pitch_low,A rapid and determined delivery style conveyed the message with a soothing pitch.,0-2-0-1,N-2-N-1,,"The delivery style was both rapid and determined, effectively conveying the message. The pitch of this speech falls in the soothing range."
gender_male,speed_fast,volume_normal,pitch_low,"Delivering the message rapidly and determinedly, the speaker used a soothing pitch.",0-2-0-1,N-2-N-1,,"The delivery style was both rapid and determined, effectively conveying the message. The pitch of this speech falls in the soothing range."
gender_male,speed_fast,volume_normal,pitch_low,"With a delivery style that was both rapid and determined, the speaker soothed with their pitch.",0-2-0-1,N-2-N-1,,"The delivery style was both rapid and determined, effectively conveying the message. The pitch of this speech falls in the soothing range."
gender_male,speed_fast,volume_normal,pitch_low,The speaker employed a rapid and determined delivery style while maintaining a soothing pitch.,0-2-0-1,N-2-N-1,,"The delivery style was both rapid and determined, effectively conveying the message. The pitch of this speech falls in the soothing range."
gender_male,speed_fast,volume_normal,pitch_low,"The delivery style was brisk and driven, yet the speaker's soothing pitch conveyed the message effectively.",0-2-0-1,N-2-N-1,,"The delivery style was both rapid and determined, effectively conveying the message. The pitch of this speech falls in the soothing range."
gender_female,speed_slow,volume_normal,pitch_low,Feminine and serene speech style.,1-1-0-1,1-1-N-1,,Composed and tranquil tone reflecting a feminine character.
gender_female,speed_slow,volume_normal,pitch_low,Tranquil and composed tone with a feminine touch.,1-1-0-1,1-1-N-1,,Composed and tranquil tone reflecting a feminine character.
gender_female,speed_slow,volume_normal,pitch_low,Speech characterized by peaceful composure and feminine grace.,1-1-0-1,1-1-N-1,,Composed and tranquil tone reflecting a feminine character.
gender_female,speed_slow,volume_normal,pitch_low,A tone that exudes femininity and calmness.,1-1-0-1,1-1-N-1,,Composed and tranquil tone reflecting a feminine character.
gender_female,speed_slow,volume_normal,pitch_low,Serene speech style embodying feminine character.,1-1-0-1,1-1-N-1,,Composed and tranquil tone reflecting a feminine character.
gender_male,speed_normal,volume_low,pitch_low,Monotone & faint,0-0-1-1,0-N-1-1,,Could you assist me in finding a voice that is droning in pitch? uncle spoke with remarkable clarity. The speaker's voice was faint.
gender_male,speed_normal,volume_low,pitch_low,"Droning pitch, clear enunciation, faint voice",0-0-1-1,0-N-1-1,,Could you assist me in finding a voice that is droning in pitch? uncle spoke with remarkable clarity. The speaker's voice was faint.
gender_male,speed_normal,volume_low,pitch_low,Monotonous with clarity but faint voice,0-0-1-1,0-N-1-1,,Could you assist me in finding a voice that is droning in pitch? uncle spoke with remarkable clarity. The speaker's voice was faint.
gender_male,speed_normal,volume_low,pitch_low,Droning with clarity but softly spoken,0-0-1-1,0-N-1-1,,Could you assist me in finding a voice that is droning in pitch? uncle spoke with remarkable clarity. The speaker's voice was faint.
gender_male,speed_normal,volume_low,pitch_low,"Clear, droning pitch yet faint voice",0-0-1-1,0-N-1-1,,Could you assist me in finding a voice that is droning in pitch? uncle spoke with remarkable clarity. The speaker's voice was faint.
gender_female,speed_normal,volume_low,pitch_normal,"Unvarying cadence, tone, and low volume for a feminine articulation.",1-0-1-0,1-0-1-0,,"Consistent tempo, pitch, and soft volume for a feminine voice."
gender_female,speed_normal,volume_low,pitch_normal,"Steady pacing, pitch, and subdued volume in a feminine delivery.",1-0-1-0,1-0-1-0,,"Consistent tempo, pitch, and soft volume for a feminine voice."
gender_female,speed_normal,volume_low,pitch_normal,"Regular rhythm, intonation, and gentle loudness characterize a feminine manner of speaking.",1-0-1-0,1-0-1-0,,"Consistent tempo, pitch, and soft volume for a feminine voice."
gender_female,speed_normal,volume_low,pitch_normal,"Continuous tempo, inflection, and softness in volume convey a feminine style of speech.",1-0-1-0,1-0-1-0,,"Consistent tempo, pitch, and soft volume for a feminine voice."
gender_female,speed_normal,volume_low,pitch_normal,"Reliable speed, pitch, and hushed volume define a feminine mode of expression.",1-0-1-0,1-0-1-0,,"Consistent tempo, pitch, and soft volume for a feminine voice."
gender_female,speed_fast,volume_high,pitch_high,Bold and hurried delivery with high-pitched shrieks.,1-2-2-2,1-2-2-2,,Feminine and forceful delivery The speed of speech was hastes. The pitch used in this speech is shrieks.
gender_female,speed_fast,volume_high,pitch_high,Forceful and fast-paced delivery with shrieking intonation.,1-2-2-2,1-2-2-2,,Feminine and forceful delivery The speed of speech was hastes. The pitch used in this speech is shrieks.
gender_female,speed_fast,volume_high,pitch_high,Feminine yet forceful speech with hurried pace and shrill pitch.,1-2-2-2,1-2-2-2,,Feminine and forceful delivery The speed of speech was hastes. The pitch used in this speech is shrieks.
gender_female,speed_fast,volume_high,pitch_high,Shrieking and swift delivery with a commanding and feminine style.,1-2-2-2,1-2-2-2,,Feminine and forceful delivery The speed of speech was hastes. The pitch used in this speech is shrieks.
gender_female,speed_fast,volume_high,pitch_high,Swift and assertive delivery with high-pitched shrieks and a feminine tone.,1-2-2-2,1-2-2-2,,Feminine and forceful delivery The speed of speech was hastes. The pitch used in this speech is shrieks.
gender_male,speed_slow,volume_low,pitch_normal,Deliberate and subdued speech.,0-1-1-0,N-1-1-0,,Quieted volume and neutral intonation. Seeking a voice that speaks at a deliberate speed.
gender_male,speed_slow,volume_low,pitch_normal,Soft-spoken and deliberate tone.,0-1-1-0,N-1-1-0,,Quieted volume and neutral intonation. Seeking a voice that speaks at a deliberate speed.
gender_male,speed_slow,volume_low,pitch_normal,Reserved and intentional speaking style.,0-1-1-0,N-1-1-0,,Quieted volume and neutral intonation. Seeking a voice that speaks at a deliberate speed.
gender_male,speed_slow,volume_low,pitch_normal,Purposeful and low-key vocal delivery.,0-1-1-0,N-1-1-0,,Quieted volume and neutral intonation. Seeking a voice that speaks at a deliberate speed.
gender_male,speed_slow,volume_low,pitch_normal,Composed and measured manner of speaking.,0-1-1-0,N-1-1-0,,Quieted volume and neutral intonation. Seeking a voice that speaks at a deliberate speed.
gender_male,speed_slow,volume_high,pitch_low,Slow and deliberate speaking style with deep bass voice.,0-1-2-1,N-1-2-1,,A slow and deliberate tempo with a thunderous bass voice.
gender_male,speed_slow,volume_high,pitch_low,Thunderous bass voice paired with a deliberate speaking pace.,0-1-2-1,N-1-2-1,,A slow and deliberate tempo with a thunderous bass voice.
gender_male,speed_slow,volume_high,pitch_low,Deliberate speaking tempo with a commanding bass voice.,0-1-2-1,N-1-2-1,,A slow and deliberate tempo with a thunderous bass voice.
gender_male,speed_slow,volume_high,pitch_low,Commanding bass voice paired with a slow and deliberate speaking style.,0-1-2-1,N-1-2-1,,A slow and deliberate tempo with a thunderous bass voice.
gender_male,speed_slow,volume_high,pitch_low,Slow and calculated speaking pace with a resonant bass voice.,0-1-2-1,N-1-2-1,,A slow and deliberate tempo with a thunderous bass voice.
gender_female,speed_slow,volume_low,pitch_normal,"Cautious, mother-in-law style speech with faint and average-pitched tone desired.",1-1-1-0,1-1-1-0,,"Looking for a voice that speaks at a cautiously tempo. This project demands a specific mother-in-law style of speech. The speaker's voice was faint. I'm seeking a voice that has a average-pitched tone, please."
gender_female,speed_slow,volume_low,pitch_normal,"Wanted: a voice with a specific mother-in-law style, speaking cautiously in a faint, average-pitched tone.",1-1-1-0,1-1-1-0,,"Looking for a voice that speaks at a cautiously tempo. This project demands a specific mother-in-law style of speech. The speaker's voice was faint. I'm seeking a voice that has a average-pitched tone, please."
gender_female,speed_slow,volume_low,pitch_normal,"Seeking a speaker with a cautious mother-in-law tone, faintly and averagely pitched.",1-1-1-0,1-1-1-0,,"Looking for a voice that speaks at a cautiously tempo. This project demands a specific mother-in-law style of speech. The speaker's voice was faint. I'm seeking a voice that has a average-pitched tone, please."
gender_female,speed_slow,volume_low,pitch_normal,"If you have a voice that is careful and mother-in-law-like, faint and average-toned, we want you.",1-1-1-0,1-1-1-0,,"Looking for a voice that speaks at a cautiously tempo. This project demands a specific mother-in-law style of speech. The speaker's voice was faint. I'm seeking a voice that has a average-pitched tone, please."
gender_female,speed_slow,volume_low,pitch_normal,"The project requires a voice that embodies a specific mother-in-law style, speaking with caution in a softly average-pitched tone.",1-1-1-0,1-1-1-0,,"Looking for a voice that speaks at a cautiously tempo. This project demands a specific mother-in-law style of speech. The speaker's voice was faint. I'm seeking a voice that has a average-pitched tone, please."
gender_female,speed_normal,volume_high,pitch_high,Loud and gendered speech with a screamy pitch,1-0-2-2,1-0-2-2,,The voice has a screamy pitch. Opt for a speaker with a tranquil and proportionate manner of speech. Gendered voice with impressive volume.
gender_female,speed_normal,volume_high,pitch_high,Tranquil and proportionate speaker with impressive volume and gendered voice,1-0-2-2,1-0-2-2,,The voice has a screamy pitch. Opt for a speaker with a tranquil and proportionate manner of speech. Gendered voice with impressive volume.
gender_female,speed_normal,volume_high,pitch_high,Gendered voice with screamy pitch and impressive volume,1-0-2-2,1-0-2-2,,The voice has a screamy pitch. Opt for a speaker with a tranquil and proportionate manner of speech. Gendered voice with impressive volume.
gender_female,speed_normal,volume_high,pitch_high,"Speech style with screamy pitch and impressive volume, opt for a tranquil and proportionate speaker",1-0-2-2,1-0-2-2,,The voice has a screamy pitch. Opt for a speaker with a tranquil and proportionate manner of speech. Gendered voice with impressive volume.
gender_female,speed_normal,volume_high,pitch_high,Tranquil and proportionate speech style preferred over screamy pitch with impressive volume and gendered voice.,1-0-2-2,1-0-2-2,,The voice has a screamy pitch. Opt for a speaker with a tranquil and proportionate manner of speech. Gendered voice with impressive volume.
gender_female,speed_slow,volume_high,pitch_high,"The speech utilized a strident pitch, slow pace, and fluctuating volume, in line with the demanded mother-in-law style.",1-1-2-2,1-1-2-2,,"Strident pitch, slow pace, and fluctuating volume were prominent in the speech. This project demands a specific mother-in-law style of speech."
gender_female,speed_slow,volume_high,pitch_high,"A specific mother-in-law style of speech was required, characterized by a strident pitch, slow pace, and fluctuating volume.",1-1-2-2,1-1-2-2,,"Strident pitch, slow pace, and fluctuating volume were prominent in the speech. This project demands a specific mother-in-law style of speech."
gender_female,speed_slow,volume_high,pitch_high,"The demanded mother-in-law style of speech was evident in the prominent use of a strident pitch, slow pace, and fluctuating volume.",1-1-2-2,1-1-2-2,,"Strident pitch, slow pace, and fluctuating volume were prominent in the speech. This project demands a specific mother-in-law style of speech."
gender_female,speed_slow,volume_high,pitch_high,"Utilizing a strident pitch, slow pace, and fluctuating volume, the speech met the specific mother-in-law style required for the project.",1-1-2-2,1-1-2-2,,"Strident pitch, slow pace, and fluctuating volume were prominent in the speech. This project demands a specific mother-in-law style of speech."
gender_female,speed_slow,volume_high,pitch_high,"In meeting the demands of the project's specific mother-in-law style, the speaker utilized a strident pitch, slow pace, and fluctuating volume.",1-1-2-2,1-1-2-2,,"Strident pitch, slow pace, and fluctuating volume were prominent in the speech. This project demands a specific mother-in-law style of speech."
gender_male,speed_normal,volume_low,pitch_high,Calm and composed speaking style with minimal volume fluctuations.,0-0-1-2,N-0-1-2,,Favor a speaker with a relaxed and tranquil approach who rarely raises their voice.
gender_male,speed_normal,volume_low,pitch_high,Soft-spoken delivery emphasizing serenity over intensity.,0-0-1-2,N-0-1-2,,Favor a speaker with a relaxed and tranquil approach who rarely raises their voice.
gender_male,speed_normal,volume_low,pitch_high,"Gentle and tranquil demeanor, avoiding excessive vocal escalation.",0-0-1-2,N-0-1-2,,Favor a speaker with a relaxed and tranquil approach who rarely raises their voice.
gender_male,speed_normal,volume_low,pitch_high,"A composed and serene approach, speaking calmly with little tonal variation.",0-0-1-2,N-0-1-2,,Favor a speaker with a relaxed and tranquil approach who rarely raises their voice.
gender_male,speed_normal,volume_low,pitch_high,"A placid speaking manner, favoring a relaxed and quiet delivery.",0-0-1-2,N-0-1-2,,Favor a speaker with a relaxed and tranquil approach who rarely raises their voice.
gender_male,speed_fast,volume_low,pitch_low,"High-energy, gender-specific, bass-heavy speech",0-2-1-1,0-2-1-1,,"Gender-appropriate, subwoofer-quality, fast-talking pitch (6 words)"
gender_male,speed_fast,volume_low,pitch_low,"Gender-tailored, bass-driven, rapid-fire delivery",0-2-1-1,0-2-1-1,,"Gender-appropriate, subwoofer-quality, fast-talking pitch (6 words)"
gender_male,speed_fast,volume_low,pitch_low,"Gender-conscious, subwoofer-quality, fast-paced pitch",0-2-1-1,0-2-1-1,,"Gender-appropriate, subwoofer-quality, fast-talking pitch (6 words)"
gender_male,speed_fast,volume_low,pitch_low,"Bass-enhanced, gender-targeted, quick-talking style",0-2-1-1,0-2-1-1,,"Gender-appropriate, subwoofer-quality, fast-talking pitch (6 words)"
gender_male,speed_fast,volume_low,pitch_low,"Gender-sensitive, subwoofer-powered, swift speech",0-2-1-1,0-2-1-1,,"Gender-appropriate, subwoofer-quality, fast-talking pitch (6 words)"
gender_male,speed_normal,volume_high,pitch_high,Authoritative and forceful speaking style with variable volume and penetrating tone.,0-0-2-2,0-0-2-2,,"Commanding, manly delivery with fluctuating loudness and piercing voice."
gender_male,speed_normal,volume_high,pitch_high,Confident and masculine presentation with changing dynamics and penetrating timbre.,0-0-2-2,0-0-2-2,,"Commanding, manly delivery with fluctuating loudness and piercing voice."
gender_male,speed_normal,volume_high,pitch_high,"Assertive, male delivery with varying volume and piercing resonance.",0-0-2-2,0-0-2-2,,"Commanding, manly delivery with fluctuating loudness and piercing voice."
gender_male,speed_normal,volume_high,pitch_high,"Powerful, commanding speech with fluctuating loudness and penetrating voice.",0-0-2-2,0-0-2-2,,"Commanding, manly delivery with fluctuating loudness and piercing voice."
gender_male,speed_normal,volume_high,pitch_high,"Dominant, manly communication style with changing volume and piercing tone.",0-0-2-2,0-0-2-2,,"Commanding, manly delivery with fluctuating loudness and piercing voice."
